country_iso2,name,code,city,region,latitude,longitude,port_type,status,traffic_level,annual_capacity,teu_capacity,trade_volume,importance_score,weather_risk,political_risk,logistic_risk,risk_score,risk_level,main_industries,shipping_routes,ai_recommendation,description
BR,"Sao Sebastiao",SAO57,"São Sebastião","São Paulo",-23.8,-45.4,"River Port",Active,High,17710427,1040138,10959676,0.6,62,11,60,44.33,Medium,Electronics,4,"Optimize supply chain through Sao Sebastiao to reduce delays.","The port of Sao Sebastiao is located in São Sebastião, São Paulo. It plays a significant role in the region's trade."
BR,Natal,NAT46,Natal,"Rio Grande do Norte",-5.78,-35.2,"Offshore Terminal",Active,High,21445724,621675,14251998,0.63,55,78,61,64.67,Medium,Machinery,13,"Optimize supply chain through Natal to reduce delays.","The port of Natal is located in Natal, Rio Grande do Norte. It plays a significant role in the region's trade."
IO,"Diego Garcia",DIE95,"Diego Garcia","British Indian Ocean Territory",-7.35,72.47,"Offshore Terminal",Active,Medium,40110659,2123340,10760619,0.57,9,43,17,23,Low,"Energy, Electronics, Agriculture",20,"Optimize supply chain through Diego Garcia to reduce delays.","The port of Diego Garcia is located in Diego Garcia, British Indian Ocean Territory. It plays a significant role in the region's trade."
BN,"Bandar Seri Begawan",BAN80,"Bandar Seri Begawan","Brunei Darussalam",4.88,114.88,"River Port",Active,Low,39665382,7967146,7795620,0.56,19,30,78,42.33,Medium,Energy,16,"Optimize supply chain through Bandar Seri Begawan to reduce delays.","The port of Bandar Seri Begawan is located in Bandar Seri Begawan, Brunei Darussalam. It plays a significant role in the region's trade."
BN,Lumut,LUM79,Lumut,Brunei-Muara,4.72,114.45,"Dry Port",Active,High,41152382,7175576,9781302,0.8,40,68,92,66.67,Medium,Electronics,10,"Optimize supply chain through Lumut to reduce delays.","The port of Lumut is located in Lumut, Brunei-Muara. It plays a significant role in the region's trade."
BN,"Kuala Belait",KUA73,"Kuala Belait",Belait,4.63,114.2,"Dry Port",Active,High,40213536,6971497,6853765,0.74,89,2,13,34.67,Low,"Textiles, Energy",11,"Optimize supply chain through Kuala Belait to reduce delays.","The port of Kuala Belait is located in Kuala Belait, Belait. It plays a significant role in the region's trade."
BN,"Muara Harbor",MUA66,Muara,Brunei-Muara,5.03,115.07,"River Port",Active,High,11689416,3959662,9331836,0.78,84,73,76,77.67,High,"Energy, Machinery",18,"Optimize supply chain through Muara Harbor to reduce delays.","The port of Muara Harbor is located in Muara, Brunei-Muara. It plays a significant role in the region's trade."
BN,"Seria Oil Loading Terminal",SER18,"Seria Oil Loading Terminal","Brunei Darussalam",4.62,114.32,"River Port",Active,Low,19438759,6278073,19568300,0.8,56,7,85,49.33,Medium,Machinery,16,"Optimize supply chain through Seria Oil Loading Terminal to reduce delays.","The port of Seria Oil Loading Terminal is located in Seria Oil Loading Terminal, Brunei Darussalam. It plays a significant role in the region's trade."
BG,Burgas,BUR39,Burgas,"Burgas Province",42.48,27.48,"River Port",Active,High,22453896,2682278,19096802,0.5,36,87,42,55,Medium,"Automotive, Machinery, Energy",5,"Optimize supply chain through Burgas to reduce delays.","The port of Burgas is located in Burgas, Burgas Province. It plays a significant role in the region's trade."
BG,Varna,VAR82,Varna,"Varna Province",43.18,27.97,"River Port",Active,Medium,39403888,7804592,4612501,0.75,67,96,58,73.67,Medium,Energy,9,"Optimize supply chain through Varna to reduce delays.","The port of Varna is located in Varna, Varna Province. It plays a significant role in the region's trade."
CV,"Porto Grande",POR31,"Porto Grande","Cape Verde",16.88,-25,"Offshore Terminal",Active,High,14927890,7777120,16047265,0.54,65,44,53,54,Medium,"Energy, Chemicals",11,"Optimize supply chain through Porto Grande to reduce delays.","The port of Porto Grande is located in Porto Grande, Cape Verde. It plays a significant role in the region's trade."
CV,"Porto Da Praia",POR81,"Porto Da Praia","Cabo Verde",14.92,-23.52,Seaport,Active,Medium,6643209,9140060,12898268,0.76,76,4,74,51.33,Medium,Energy,7,"Optimize supply chain through Porto Da Praia to reduce delays.","The port of Porto Da Praia is located in Porto Da Praia, Cabo Verde. It plays a significant role in the region's trade."
KH,"Phsar Ream",PHS19,"Phsar Ream",Cambodia,10.5,103.6,"River Port",Active,High,35732715,3377155,9205356,0.99,57,10,3,23.33,Low,Textiles,4,"Optimize supply chain through Phsar Ream to reduce delays.","The port of Phsar Ream is located in Phsar Ream, Cambodia. It plays a significant role in the region's trade."
KH,"Kampong Saom",KAM83,Sihanoukville,"Sihanoukville Province",10.63,103.5,Seaport,Active,Low,3519512,8615164,16876318,0.61,76,57,52,61.67,Medium,"Electronics, Energy",10,"Optimize supply chain through Kampong Saom to reduce delays.","The port of Kampong Saom is located in Sihanoukville, Sihanoukville Province. It plays a significant role in the region's trade."
CM,"Kome Kribi 1 Marine Terminal",KOM81,Kribi,"South Region",2.92,9.8,"River Port",Active,High,22200856,9529501,8416399,0.68,19,36,43,32.67,Low,"Electronics, Machinery",7,"Optimize supply chain through Kome Kribi 1 Marine Terminal to reduce delays.","The port of Kome Kribi 1 Marine Terminal is located in Kribi, South Region. It plays a significant role in the region's trade."
CM,"Kole Oil Terminal",KOL96,Kole,Centre,4.25,8.55,"Offshore Terminal",Active,Medium,14525154,6178900,11206618,0.93,57,41,22,40,Low,"Textiles, Chemicals",12,"Optimize supply chain through Kole Oil Terminal to reduce delays.","The port of Kole Oil Terminal is located in Kole, Centre. It plays a significant role in the region's trade."
CM,"Limboh Terminal",LIM98,Limbe,Southwest,3.98,9.15,"Dry Port",Active,High,6060910,2227647,16101420,0.76,82,59,54,65,Medium,Textiles,19,"Optimize supply chain through Limboh Terminal to reduce delays.","The port of Limboh Terminal is located in Limbe, Southwest. It plays a significant role in the region's trade."
CM,Douala,DOU77,Douala,Littoral,4.05,9.68,"Dry Port",Active,Medium,49632667,133767,19559851,0.73,12,5,28,15,Low,Agriculture,8,"Optimize supply chain through Douala to reduce delays.","The port of Douala is located in Douala, Littoral. It plays a significant role in the region's trade."
CM,"Moudi Marine Terminal",MOU82,"Champ Moudi",Extreme-North,4.12,8.48,"Offshore Terminal",Active,Medium,1394608,8633167,12482821,0.75,10,58,3,23.67,Low,Energy,18,"Optimize supply chain through Moudi Marine Terminal to reduce delays.","The port of Moudi Marine Terminal is located in Champ Moudi, Extreme-North. It plays a significant role in the region's trade."
CM,"Ebome Marine Terminal",EBO34,Ebome,"South Region",2.8,9.82,"River Port",Active,High,47428588,8964412,3507762,0.58,96,4,97,65.67,Medium,Textiles,4,"Optimize supply chain through Ebome Marine Terminal to reduce delays.","The port of Ebome Marine Terminal is located in Ebome, South Region. It plays a significant role in the region's trade."
CA,"St Placide",STP65,"St Placide",Canada,45.53,-74.2,Seaport,Active,Low,43561578,740266,9514046,0.77,17,19,15,17,Low,"Textiles, Chemicals",19,"Optimize supply chain through St Placide to reduce delays.","The port of St Placide is located in St Placide, Canada. It plays a significant role in the region's trade."
CA,"Cape Young",CAP83,"Cape Young",Canada,68.93,-116.93,"River Port",Active,Medium,3921737,2283783,4378613,0.79,81,64,91,78.67,High,Chemicals,5,"Optimize supply chain through Cape Young to reduce delays.","The port of Cape Young is located in Cape Young, Canada. It plays a significant role in the region's trade."
CA,"Campbell River",CAM53,"Campbell River",Canada,50.02,-124.23,"Offshore Terminal",Active,High,9419256,5496315,9815135,0.63,65,73,77,71.67,Medium,"Energy, Machinery",2,"Optimize supply chain through Campbell River to reduce delays.","The port of Campbell River is located in Campbell River, Canada. It plays a significant role in the region's trade."
CA,"Port Mcneill",POR92,"Port Mcneill",Canada,50.58,-127.08,"Dry Port",Active,Low,13727690,6721350,9488367,0.51,51,37,99,62.33,Medium,Chemicals,3,"Optimize supply chain through Port Mcneill to reduce delays.","The port of Port Mcneill is located in Port Mcneill, Canada. It plays a significant role in the region's trade."
CA,Cardinal,CAR91,Cardinal,Canada,44.78,-75.38,"River Port",Active,High,40973191,2805080,5798236,0.93,23,92,29,48,Medium,"Agriculture, Automotive, Energy",2,"Optimize supply chain through Cardinal to reduce delays.","The port of Cardinal is located in Cardinal, Canada. It plays a significant role in the region's trade."
CA,"Gore Bay",GOR93,"Gore Bay",Canada,45.92,-82.47,"Dry Port",Active,High,13402468,2911499,5451451,0.93,67,16,91,58,Medium,"Machinery, Automotive, Textiles",12,"Optimize supply chain through Gore Bay to reduce delays.","The port of Gore Bay is located in Gore Bay, Canada. It plays a significant role in the region's trade."
CA,"Mission City",MIS82,"Mission City",Canada,49.12,-122.25,"River Port",Active,Low,34998759,4907135,19084290,0.84,39,88,78,68.33,Medium,"Machinery, Energy",16,"Optimize supply chain through Mission City to reduce delays.","The port of Mission City is located in Mission City, Canada. It plays a significant role in the region's trade."
CA,Nanaimo,NAN52,Nanaimo,"British Columbia",49.17,-123.93,Seaport,Active,Low,44095174,2565629,4456188,0.51,67,67,26,53.33,Medium,"Machinery, Agriculture",7,"Optimize supply chain through Nanaimo to reduce delays.","The port of Nanaimo is located in Nanaimo, British Columbia. It plays a significant role in the region's trade."
CA,"Comox Harbor",COM69,"Comox Harbor",Canada,49.67,-124.92,"Offshore Terminal",Active,Medium,21657514,2003746,14318028,0.94,14,23,24,20.33,Low,"Electronics, Machinery",20,"Optimize supply chain through Comox Harbor to reduce delays.","The port of Comox Harbor is located in Comox Harbor, Canada. It plays a significant role in the region's trade."
KY,"Cayman Brac",CAY14,"Cayman Brac","Cayman Islands",19.75,-79.75,Seaport,Active,High,37267735,5919660,18927084,0.74,34,56,28,39.33,Low,"Machinery, Textiles",19,"Optimize supply chain through Cayman Brac to reduce delays.","The port of Cayman Brac is located in Cayman Brac, Cayman Islands. It plays a significant role in the region's trade."
KY,Georgetown,GEO14,"George Town","Cayman Islands",19.3,-81.38,"River Port",Active,Low,48531387,8102541,15234102,0.85,26,92,30,49.33,Medium,"Agriculture, Electronics, Machinery",6,"Optimize supply chain through Georgetown to reduce delays.","The port of Georgetown is located in George Town, Cayman Islands. It plays a significant role in the region's trade."
CL,"Caleta Clarencia",CAL21,"Caleta Clarencia","Magallanes y la Antártica Chilena",-52.9,-70.1,"Offshore Terminal",Active,Low,21622968,3125570,4820310,0.87,75,21,99,65,Medium,"Chemicals, Energy",12,"Optimize supply chain through Caleta Clarencia to reduce delays.","The port of Caleta Clarencia is located in Caleta Clarencia, Magallanes y la Antártica Chilena. It plays a significant role in the region's trade."
CL,"Puerto Calderilla",PUE57,"Puerto Calderilla",Chile,-27.08,-70.87,Seaport,Active,Low,35920233,1816661,12740366,0.88,93,17,99,69.67,Medium,Automotive,10,"Optimize supply chain through Puerto Calderilla to reduce delays.","The port of Puerto Calderilla is located in Puerto Calderilla, Chile. It plays a significant role in the region's trade."
CL,"Puerto Castro",PUE37,"Puerto Castro",Chile,-42.48,-73.77,"Dry Port",Active,Low,2528997,5158232,6438559,0.56,82,87,77,82,High,"Chemicals, Automotive, Machinery",15,"Optimize supply chain through Puerto Castro to reduce delays.","The port of Puerto Castro is located in Puerto Castro, Chile. It plays a significant role in the region's trade."
CL,Tocopilla,TOC76,Tocopilla,Antofagasta,-22.08,-70.23,"Dry Port",Active,High,42636589,2874848,7530786,0.64,37,1,42,26.67,Low,Electronics,2,"Optimize supply chain through Tocopilla to reduce delays.","The port of Tocopilla is located in Tocopilla, Antofagasta. It plays a significant role in the region's trade."
CL,"Puerto Natales",PUE73,"Puerto Natales",Chile,-51.72,-72.57,"River Port",Active,High,23830399,2661933,11188926,0.79,12,9,39,20,Low,"Agriculture, Electronics",5,"Optimize supply chain through Puerto Natales to reduce delays.","The port of Puerto Natales is located in Puerto Natales, Chile. It plays a significant role in the region's trade."
CL,"Bahia Quintero (ventanas)",BAH21,"Puerto Ventanas",Valparaíso,-32.77,-71.53,"River Port",Active,Low,9589343,7106745,1313709,0.79,64,13,86,54.33,Medium,"Electronics, Chemicals",2,"Optimize supply chain through Bahia Quintero (ventanas) to reduce delays.","The port of Bahia Quintero (ventanas) is located in Puerto Ventanas, Valparaíso. It plays a significant role in the region's trade."
CL,"Caleta Patillos",CAL60,"Caleta Patillos",Chile,-20.73,-70.2,"River Port",Active,Low,4770283,6240837,12911247,0.54,55,30,66,50.33,Medium,"Automotive, Chemicals",8,"Optimize supply chain through Caleta Patillos to reduce delays.","The port of Caleta Patillos is located in Caleta Patillos, Chile. It plays a significant role in the region's trade."
CL,"Puerto Chacabuco",PUE98,"Puerto Chacabuco",Aysén,-45.47,-72.83,Seaport,Active,Medium,44535967,8662227,14162799,0.99,4,11,30,15,Low,"Agriculture, Automotive",14,"Optimize supply chain through Puerto Chacabuco to reduce delays.","The port of Puerto Chacabuco is located in Puerto Chacabuco, Aysén. It plays a significant role in the region's trade."
CL,"Bahia Agua Fresca",BAH66,"Bahia Agua Fresca",Chile,-53.38,-70.97,Seaport,Active,Low,16062048,3567833,17042316,0.96,50,8,14,24,Low,Agriculture,18,"Optimize supply chain through Bahia Agua Fresca to reduce delays.","The port of Bahia Agua Fresca is located in Bahia Agua Fresca, Chile. It plays a significant role in the region's trade."
CN,Hankow,HAN77,Wuhan,Hubei,30.58,114.28,"Dry Port",Active,Low,13598571,7485948,9848825,0.54,44,11,95,50,Medium,Agriculture,3,"Optimize supply chain through Hankow to reduce delays.","The port of Hankow is located in Wuhan, Hubei. It plays a significant role in the region's trade."
CN,Yingkou,YIN30,Yingkou,Liaoning,40.68,122.23,Seaport,Active,Low,40635717,3779616,8498115,0.65,40,82,56,59.33,Medium,"Energy, Textiles",15,"Optimize supply chain through Yingkou to reduce delays.","The port of Yingkou is located in Yingkou, Liaoning. It plays a significant role in the region's trade."
CN,Huangpu,HUA21,Machong,Guangdong,23.08,113.42,"Dry Port",Active,Medium,10260229,8467754,11282987,0.66,32,58,62,50.67,Medium,"Textiles, Electronics, Agriculture",12,"Optimize supply chain through Huangpu to reduce delays.","The port of Huangpu is located in Machong, Guangdong. It plays a significant role in the region's trade."
CN,Changshu,CHA14,Changshu,Jiangsu,31.77,120.95,"River Port",Active,Medium,26582527,4835656,15542201,0.87,60,91,44,65,Medium,"Machinery, Energy",19,"Optimize supply chain through Changshu to reduce delays.","The port of Changshu is located in Changshu, Jiangsu. It plays a significant role in the region's trade."
CN,Huizhou,HUI49,Huizhou,Guangdong,22.72,114.52,"Offshore Terminal",Active,High,28121234,4221309,10834765,1,39,25,31,31.67,Low,Machinery,14,"Optimize supply chain through Huizhou to reduce delays.","The port of Huizhou is located in Huizhou, Guangdong. It plays a significant role in the region's trade."
CN,Xiamen,XIA42,Xiamen,Fujian,24.45,118.07,"Dry Port",Active,High,45414579,868324,7106116,0.64,37,33,68,46,Medium,Textiles,12,"Optimize supply chain through Xiamen to reduce delays.","The port of Xiamen is located in Xiamen, Fujian. It plays a significant role in the region's trade."
CN,"Shan T Ou",SHA23,Shantou,Guangdong,23.37,116.68,Seaport,Active,High,44264614,6804963,4172922,0.61,81,60,70,70.33,Medium,"Agriculture, Machinery, Energy",16,"Optimize supply chain through Shan T Ou to reduce delays.","The port of Shan T Ou is located in Shantou, Guangdong. It plays a significant role in the region's trade."
